"id","deviceid","timestamp","incidentid","type","location","status","description"
"49f2f204-fa4c-4b78-9895-a47685684317",Vehicle-Charmi-123,2024-10-29 20:48:46.067,b846ac9a-7b04-4bce-8217-ecbf435b10c4,Fire,"[55.025872040810555,-6.455176934819022]",Active,Description of the incident
"72d04c09-e570-4e5f-a543-66b78df981a3",Vehicle-Charmi-123,2024-10-29 20:49:25.067,"854305b0-b590-4fb5-a8f8-e159f3306f63",Police,"[55.03565362036375,-6.472961021965153]",Active,Description of the incident
"37f08cdf-0003-44bb-8292-ea96b3b532b5",Vehicle-Charmi-123,2024-10-29 20:50:23.067,eaa21593-8851-4c5b-ae3d-30e88b16d22b,Fire,"[55.0454848123143,-6.4909054182265455]",Active,Description of the incident
"2b08d73c-e9bd-4997-b6c1-e3428cd4fac3",Vehicle-Charmi-123,2024-10-29 20:50:56.067,"09061bf6-4736-4a73-8cee-640bed62dd21",None,"[55.0549719921906,-6.508296095447345]",Active,Description of the incident
"134174f0-a738-4434-b2f6-580efcf00c1a",Vehicle-Charmi-123,2024-10-29 20:51:32.067,bb0dcc6e-f78c-487e-8ce9-9a31521cd9af,None,"[55.06451330493094,-6.525783575435303]",Active,Description of the incident
"0c7e1595-b317-443a-afea-2f0d2bd84a15",Vehicle-Charmi-123,2024-10-29 20:52:03.067,bd1b6689-ab72-4396-a633-3322ee4eecdf,None,"[55.074197113231236,-6.543666486102059]",Resolved,Description of the incident
d615a7ef-14b8-443c-bf67-b661382cbb08,Vehicle-Charmi-123,2024-10-29 19:51:52.067,"6c30a109-c411-449c-a9df-b5d29527e840",Police,"[54.28669204209335,-5.1334295554345]",Active,Description of the incident
"2605a919-0059-46ff-a919-c122e3c334e0",Vehicle-Charmi-123,2024-10-29 19:52:41.067,dd28c3ba-90f6-48bb-ad5a-de2ed923bfed,Fire,"[54.29681907511458,-5.150997211197797]",Resolved,Description of the incident
dd2ab96b-5a47-4e7c-a3d9-47e00fecd49b,Vehicle-Charmi-123,2024-10-29 19:53:18.067,"56fa58cb-48ef-462a-843e-f5c2b13740fd",Police,"[54.30707722016336,-5.16907286048327]",Resolved,Description of the incident
"15978b7d-db26-497f-92be-d2866ba89aa3",Vehicle-Charmi-123,2024-10-29 19:54:08.067,"271479c0-2eae-446d-9d7d-5e3b01322257",None,"[54.31648392701541,-5.1867014871352035]",Active,Description of the incident
"36ec04a8-398c-4795-b7e8-62abd8985139",Vehicle-Charmi-123,2024-10-29 19:54:48.067,"07af97ae-be80-48be-a5b7-846ef678fd18",Medical,"[54.32642652299897,-5.2043712792119825]",Resolved,Description of the incident
a356f2b4-2a66-44ff-9fab-44cfe92be37c,Vehicle-Charmi-123,2024-10-29 21:17:16.067,"6a6bdac1-7487-4a81-a7f5-5b270c230e50",Accident,"[55.39632373440121,-7.127121547736907]",Active,Description of the incident
"8f2d0e33-5701-4f0e-b2f2-45a7c68aa74d",Vehicle-Charmi-123,2024-10-29 21:17:55.067,"76b587b7-26f1-4504-a417-fa371ae464ed",Police,"[55.40590291376344,-7.144849507845453]",Active,Description of the incident
e6323065-216f-49bf-ae8f-7cae5e9125a8,Vehicle-Charmi-123,2024-10-29 21:18:49.067,"950d49cf-44db-4e34-bc26-3e296996a07e",Fire,"[55.415913560554934,-7.1628623362592085]",Resolved,Description of the incident
"72a02d43-7167-4da1-a49e-f3eeb7ff004e",Vehicle-Charmi-123,2024-10-29 21:19:39.067,d4df6bc0-74f4-42e2-99c1-bc91f6ab4eb0,Police,"[55.425291740216224,-7.180664261479074]",Active,Description of the incident
"4a706800-405d-4e31-9932-88b6eaa7c960",Vehicle-Charmi-123,2024-10-29 21:20:33.067,"76be30dc-17b1-4f35-bd0d-1daf3fe8131a",Medical,"[55.434958418847636,-7.198409654469813]",Resolved,Description of the incident
"522bc012-f9d2-47d7-8919-09773947884e",Vehicle-Charmi-123,2024-10-29 21:21:12.067,"2ef7d014-cab2-4ac2-819a-27a6212d1e37",Police,"[55.44497658059474,-7.215574688356259]",Active,Description of the incident
"552cc7c8-c473-4dee-aac4-a678990b3394",Vehicle-Charmi-123,2024-10-29 21:21:48.067,"67acc892-3c64-4fb3-aa16-546c70078c0b",None,"[55.454872564525765,-7.233207221559996]",Active,Description of the incident
"41ff172b-f906-4009-9b0a-ba55beb13c9e",Vehicle-Charmi-123,2024-10-29 21:22:38.067,"2415371c-cafc-45ca-a67d-5b7ecb5ff269",Fire,"[55.46420948332571,-7.251184965391817]",Resolved,Description of the incident
"818d2589-c7b2-44ec-88ea-f1011a2e7941",Vehicle-Charmi-123,2024-10-29 21:23:27.067,"0ab04f81-ad9e-4bf0-86b9-f76a2d839982",Police,"[55.47410857308176,-7.268619451773736]",Active,Description of the incident
b484ca24-3654-48de-b61d-0bee2832f122,Vehicle-Charmi-123,2024-10-29 21:23:59.067,"5b72c02e-d930-4ac7-8f17-c90a45f866dc",Accident,"[55.4841550150696,-7.285902142143652]",Active,Description of the incident
"1aebd0a9-814a-4078-9b06-1b2f89152679",Vehicle-Charmi-123,2024-10-29 21:24:45.067,e983198d-617e-4397-bc3c-e5d2e3c5a7d5,None,"[55.49401438214511,-7.30304879219795]",Resolved,Description of the incident
"64694261-dfb3-45a7-8fa0-8005c6cf4a07",Vehicle-Charmi-123,2024-10-29 21:25:30.067,"70cdd6f4-be37-4f24-90c6-804a129c9270",Accident,"[55.504229487513264,-7.320560502217102]",Active,Description of the incident
dc9e0a8a-feb3-4411-8d42-9beececea4ca,Vehicle-Charmi-123,2024-10-29 21:26:23.067,fd657b15-8e90-4eaf-a9ba-be3f78d70042,Fire,"[55.51398237314764,-7.337889769663874]",Resolved,Description of the incident
c39cfefc-9b4c-4959-ac1f-98eeefcd15e9,Vehicle-Charmi-123,2024-10-29 21:27:02.067,"3009815b-e062-4506-a862-aa11e9c56db1",Fire,"[55.52352479066982,-7.3559479336004605]",Active,Description of the incident
bb54fcbf-6cff-400c-986e-6036a14bb281,Vehicle-Charmi-123,2024-10-29 21:27:53.067,e5a27264-954b-494f-a61c-4c0d8d190b73,Medical,"[55.53314330550191,-7.373735996745187]",Resolved,Description of the incident
d433cd72-47c2-4b1f-ad60-48082e10cfc5,Vehicle-Charmi-123,2024-10-29 21:28:46.067,"865d3494-d874-4c47-84b5-6c8a81939fc5",Medical,"[55.543215294535116,-7.391448043679852]",Active,Description of the incident
"0c1cbead-43fa-4f2b-af63-e1db3a20c9ce",Vehicle-Charmi-123,2024-10-29 18:36:09.067,"6fe9a63c-b060-4084-afa1-9ee8db890fe0",Medical,"[53.28284353204912,-3.3245893576229513]",Resolved,Description of the incident
"4b082d7e-2684-4b2e-b358-aceec84c668a",Vehicle-Charmi-123,2024-10-29 18:37:03.067,"446b3401-cd1e-46ca-ba6f-56d783bb241b",Medical,"[53.292143872664006,-3.342301547553183]",Resolved,Description of the incident
c8116c98-8bff-4e0e-a579-6b71f62b5b8f,Vehicle-Charmi-123,2024-10-29 18:37:46.067,be3ffb20-cfe4-47cf-aba2-6013eb2fe626,Fire,"[53.30192499660622,-3.3603642804029064]",Resolved,Description of the incident
e0a69908-bfeb-4fc1-a1ed-aa334ff4d23c,Vehicle-Charmi-123,2024-10-29 18:38:46.067,"062f491f-fabd-4971-bc6b-55834bb14965",None,"[53.3113199689738,-3.378185622407155]",Active,Description of the incident
"1eab2403-6072-4ffe-9d16-852a478c6f67",Vehicle-Charmi-123,2024-10-29 18:39:38.067,fec6be4e-f25b-4aea-a49f-26d6c0db1496,Fire,"[53.320908404258475,-3.395708411138765]",Resolved,Description of the incident
cce9a5a8-244a-4505-bc69-2a20a9628dc0,Vehicle-Charmi-123,2024-10-29 18:40:20.067,"826bd5df-f548-4b8b-871d-c912d6ccae3d",Fire,"[53.3305724595608,-3.4130179166233323]",Resolved,Description of the incident
f68863ab-afd6-4582-b100-bb53f50798db,Vehicle-Charmi-123,2024-10-29 18:40:52.067,"97110925-ffb0-499e-a988-df60d1d043e0",Police,"[53.34065814508183,-3.430312634814622]",Resolved,Description of the incident
"1ad927eb-6e1d-470a-bee7-493d987315ae",Vehicle-Charmi-123,2024-10-29 18:41:37.067,a1348387-c112-4227-a3b4-7e523b8ba557,None,"[53.350020110217415,-3.447447934200185]",Active,Description of the incident
ba553456-61bd-4ae1-b065-5ae3289ab308,Vehicle-Charmi-123,2024-10-29 18:42:28.067,"61f67602-73df-4e5f-9eac-37c08ed77d21",Accident,"[53.35941747964266,-3.4653257032313403]",Resolved,Description of the incident
"17e618e3-16d9-48bb-b68c-8ef9dda5701f",Vehicle-Charmi-123,2024-10-29 18:43:15.067,debda123-4157-4647-886f-a468765055b3,Accident,"[53.368927480722206,-3.4827048502037075]",Resolved,Description of the incident
b06d767c-a57a-4d9c-80f1-8ca5e24a28c3,Vehicle-Charmi-123,2024-10-29 18:44:15.067,"34a0e7f0-a78b-4332-8661-f12db4af5f9c",Police,"[53.37832003008021,-3.5004148747751818]",Active,Description of the incident
"088d9694-61ca-4d67-b464-de3a7e9a9711",Vehicle-Charmi-123,2024-10-29 18:44:55.067,cea635d2-4b09-4264-b4be-e8feb6784319,Fire,"[53.388046196018486,-3.517844111509658]",Active,Description of the incident
"510a4314-5bce-474c-96fb-c8abfc3411ed",Vehicle-Charmi-123,2024-10-29 18:45:38.067,"13595379-6c0b-4bbb-9561-49e593726827",Fire,"[53.39788610630831,-3.535639121854105]",Resolved,Description of the incident
"7609c136-8447-42ff-951d-dd10b534e959",Vehicle-Charmi-123,2024-10-29 18:46:30.067,"3dbfc11f-9a4e-4845-82ec-b8c6b9bfd093",Fire,"[53.40776630946667,-3.553376286073749]",Resolved,Description of the incident
"23e97b90-e010-4bd4-87d2-6d19fdaf9014",Vehicle-Charmi-123,2024-10-29 18:47:15.067,"1c5325d7-6942-437c-a860-1aeb82646c62",Medical,"[53.41716826443738,-3.570831584645524]",Active,Description of the incident
f46021d4-cb7d-4dd9-9481-65fc3e5e4a61,Vehicle-Charmi-123,2024-10-29 18:47:52.067,"5f4c8918-821d-4967-9125-0debb7e06fcb",None,"[53.42712837451909,-3.5886443989006582]",Active,Description of the incident
"8e88b6f2-caab-4dbb-b19c-39f90fd5d0d3",Vehicle-Charmi-123,2024-10-29 18:48:26.067,bd409d38-a177-42ad-b7f9-bb52ae319811,None,"[53.43697128709493,-3.606280756874466]",Resolved,Description of the incident
"455f1f0c-a0fe-44e4-872d-f324233f5a39",Vehicle-Charmi-123,2024-10-29 18:49:18.067,a2a7a47b-1d9a-4d2d-9915-5ea57ebc03f2,Medical,"[53.4466684214433,-3.623915030994442]",Active,Description of the incident
"128125b2-60e7-4c76-b318-e1674eae8f9b",Vehicle-Charmi-123,2024-10-29 18:50:12.067,"8ee1134f-2c6b-426a-a726-ec544a5053bc",Accident,"[53.45673716164073,-3.641475380533256]",Resolved,Description of the incident
"9bd09c98-9b78-4170-8d70-5591f57a9e31",Vehicle-Charmi-123,2024-10-29 18:50:45.067,da3ac128-2ebe-44e7-a0bb-3858092b9911,Accident,"[53.46657151491545,-3.658611604805379]",Active,Description of the incident
"0cb71593-6d55-46ad-8447-38c7d89f5a67",Vehicle-Charmi-123,2024-10-29 18:51:37.067,d2b003e6-8a30-4dda-bf25-85a556ef1e7b,None,"[53.476069393083044,-3.6759999918233746]",Resolved,Description of the incident
"66a3a580-34f1-455e-b119-c3c33fac28ee",Vehicle-Charmi-123,2024-10-29 18:52:12.067,"0b3ed81d-ab4a-4315-970b-5cc633d51519",Fire,"[53.485889673880415,-3.69352913413749]",Resolved,Description of the incident
db495f04-d886-4527-80f2-5fbe39a48279,Vehicle-Charmi-123,2024-10-29 18:53:09.067,"15a51ad7-2f30-4b90-aa5d-b1d7a3cad453",Police,"[53.49609644259225,-3.710662647911845]",Active,Description of the incident
ad6f091b-2c72-4eff-b142-6f123567d575,Vehicle-Charmi-123,2024-10-29 18:53:52.067,"33021f7e-250b-49d8-b71c-b26a0918d3c8",Police,"[53.50596186812155,-3.7285199307597576]",Resolved,Description of the incident
"9fc027c8-5ff0-43c6-84ab-918e4bdd65ef",Vehicle-Charmi-123,2024-10-29 18:54:46.067,"1da83a9c-897a-4fc0-a7d0-eb080a644e6d",Fire,"[53.515577157401715,-3.7466434576746157]",Resolved,Description of the incident
"850968aa-f7aa-4e92-a501-d608a65d8a3c",Vehicle-Charmi-123,2024-10-29 18:55:26.067,"4735a952-9d7a-49f6-91cd-dc75a1220185",Police,"[53.52513369424003,-3.763941114057567]",Active,Description of the incident
bea32591-bdd1-487f-ac2a-48c7341fc574,Vehicle-Charmi-123,2024-10-29 18:56:10.067,"1fc15ede-bbe9-49c7-8264-3d9785eaa23f",Accident,"[53.53454593141927,-3.7812094624576384]",Resolved,Description of the incident
"3344c356-4a14-49ed-9798-bf674574ea64",Vehicle-Charmi-123,2024-10-29 18:57:08.067,b3348878-75a0-41bc-bcf7-fd16ea5936bc,Accident,"[53.54408432069781,-3.7989636186899918]",Active,Description of the incident
"102da27e-ba37-46ba-898e-9b7ac5229ee5",Vehicle-Charmi-123,2024-10-29 18:57:52.067,"64fa6cf2-cac3-421a-ac60-e44bb8bff904",Accident,"[53.553966000194656,-3.816570174435355]",Active,Description of the incident
"49379f2e-6b2d-4a18-8ee7-346f78faf330",Vehicle-Charmi-123,2024-10-29 18:58:26.067,"206df8aa-6599-49b9-baf9-89edc03636aa",Medical,"[53.5635673516721,-3.8338151854403746]",Active,Description of the incident
"4cbbdd21-15d6-49e4-9be9-27236b4a47fb",Vehicle-Charmi-123,2024-10-29 18:59:09.067,"93ce34c8-3c0b-4e75-8469-b999ba08b5d4",Police,"[53.57348343171044,-3.8517898113095304]",Resolved,Description of the incident
"20cdcadc-639d-4f2b-95ed-06afde708e3d",Vehicle-Charmi-123,2024-10-29 18:59:59.067,a3069e16-0c36-407c-be27-1348670ad164,Medical,"[53.58356250837164,-3.8696680249345667]",Active,Description of the incident
a17aa94d-9c67-4aed-9031-a7cb7db803e1,Vehicle-Charmi-123,2024-10-29 19:00:52.067,"18efd98e-1bac-426e-99aa-f86674504883",None,"[53.59336825749944,-3.887284502368452]",Active,Description of the incident
"2eb08d9d-4f76-41d2-a4d8-8942fd12fe46",Vehicle-Charmi-123,2024-10-29 19:01:26.067,de9036b3-7e4c-4a7c-96b7-6793193e389f,Accident,"[53.60364314003228,-3.904476577966778]",Active,Description of the incident
"9c0e8215-fa32-4cfb-916b-21922724faca",Vehicle-Charmi-123,2024-10-29 19:01:57.067,f3e96fb0-1707-4a09-9c4d-78f32c8656d5,Fire,"[53.613193325309446,-3.9225627511048407]",Resolved,Description of the incident
fac0d56b-669a-4a07-a666-0a2c1aede2fb,Vehicle-Charmi-123,2024-10-29 19:02:56.067,"426e6022-0025-41ac-be89-58cf6b139431",Medical,"[53.622564922383226,-3.9406097295428655]",Resolved,Description of the incident
"7378a2db-c340-4d44-96c8-b7e19d9f551e",Vehicle-Charmi-123,2024-10-29 22:06:34.067,"02ad6ee3-a214-4176-b25b-c0cc1d9857ca",None,"[56.0523088988658,-8.309094336671041]",Active,Description of the incident
ca4d747e-f12b-4f95-80f3-a28410509dfa,Vehicle-Charmi-123,2024-10-29 22:07:23.067,"202e1f31-8404-4df4-8f4d-04fc48c4cf97",None,"[56.062386445830825,-8.326582337457161]",Resolved,Description of the incident
eb576efa-10f8-4fd0-80e8-63fc19084239,Vehicle-Charmi-123,2024-10-29 22:08:16.067,f7307e7c-257c-443e-93c5-50da6a7246ac,None,"[56.07251143485706,-8.344429166578822]",Active,Description of the incident
"4dc59d47-653d-4423-93e8-9a5c8a90f43e",Vehicle-Charmi-123,2024-10-29 19:12:16.067,e6bbabfe-4197-455f-946a-ed4ae1ecb0ac,Accident,"[53.768587204089215,-4.203067760509179]",Resolved,Description of the incident
afe44ac1-5e03-4b70-af33-1d57b4668d20,Vehicle-Charmi-123,2024-10-29 19:12:47.067,"943fda0f-0ecb-4ad5-b47d-6eb496507655",Fire,"[53.77799773174847,-4.220251479848155]",Resolved,Description of the incident
fbc734b2-10a9-4bab-9f0f-afc560052794,Vehicle-Charmi-123,2024-10-29 19:13:18.067,"9fd93d1e-0d91-412d-9336-1d51baa0577d",Fire,"[53.787565586302755,-4.237494056049261]",Resolved,Description of the incident
"77f0a5ea-5c20-4e4f-bc0d-9822482893dc",Vehicle-Charmi-123,2024-10-29 19:14:04.067,d4db0fd4-8e29-465b-9d89-9f14818d1c3b,Police,"[53.79705304410942,-4.2547354035330365]",Resolved,Description of the incident
ce1ab4fe-92a9-4a38-884c-c15408aee408,Vehicle-Charmi-123,2024-10-29 20:41:12.067,fd84c42a-7310-4346-a442-522572061bbd,Fire,"[54.929063733604586,-6.280170987359357]",Resolved,Description of the incident
c239295a-82e2-4d95-b4e6-c0ffc8d0b55e,Vehicle-Charmi-123,2024-10-29 20:41:54.067,"55ec7189-8d12-45e0-af38-0dc4dca7cc73",Police,"[54.93877355009243,-6.297684677221223]",Resolved,Description of the incident
"7c3eb205-9b6e-4afd-a36c-1c6378434306",Vehicle-Charmi-123,2024-10-29 20:42:54.067,"70b10069-cc93-4262-a53c-71d693cdaac4",Medical,"[54.94894924189902,-6.3150297031843]",Active,Description of the incident
b3d91675-d09d-4027-b2a5-8d106a258ef3,Vehicle-Charmi-123,2024-10-29 20:43:27.067,"5bdf3331-f9b6-45c0-9bcd-f9cfc2aaf011",None,"[54.95844781339049,-6.3327586576009995]",Active,Description of the incident
a07abd87-931f-4eae-a653-5e0e14000816,Vehicle-Charmi-123,2024-10-29 20:44:09.067,"860f1ea9-62cd-4948-925d-09124db71950",Medical,"[54.967820124657145,-6.34995306802078]",Resolved,Description of the incident
"5bc52406-f57f-4c2a-8668-a475856fa195",Vehicle-Charmi-123,2024-10-29 20:36:49.067,fe44fe13-872f-4f74-9632-09213b1d182f,Accident,"[54.86957031413154,-6.17363614069795]",Active,Description of the incident
"8035a7e6-5681-4b7a-95a0-529140dcaccb",Vehicle-Charmi-123,2024-10-29 20:37:22.067,"2bf2cd96-9889-493c-836f-ec5a260cf148",Police,"[54.87953241719199,-6.191382712694363]",Resolved,Description of the incident
"270562db-fb57-466e-ba3b-705c1a760206",Vehicle-Charmi-123,2024-10-29 20:38:03.067,fc976038-9d2c-4946-a3d1-1416bcc082f8,Fire,"[54.8890309496741,-6.208808000067546]",Resolved,Description of the incident
"5dbc9a80-c329-418d-aec8-33f068f9d32a",Vehicle-Charmi-123,2024-10-29 20:38:58.067,"855f76a5-2052-4683-8691-d0f342239dda",None,"[54.899175258412846,-6.226737936853409]",Resolved,Description of the incident
"5dcec3f4-8f5d-492e-8936-f3ded71197e9",Vehicle-Charmi-123,2024-10-29 20:39:45.067,da781fe5-361e-4951-abd5-dc54c5541741,Police,"[54.90924859134954,-6.244563902671255]",Resolved,Description of the incident
"68223828-faa8-4461-a13f-3abd790d19b9",Vehicle-Charmi-123,2024-10-29 20:40:32.067,"07736465-06e8-4891-ba7b-a5422eeed0af",None,"[54.91879636047155,-6.2623295960911864]",Active,Description of the incident
"890c4f35-431c-4e44-b4bb-29c60165a981",Vehicle-Charmi-123,2024-10-29 20:31:09.067,fbdcc6c8-dd7d-4863-aca4-d3d48f4b547f,Accident,"[54.80122766997821,-6.050203977864769]",Resolved,Description of the incident
b6401b6d-aaef-4091-af43-2e83e3163a00,Vehicle-Charmi-123,2024-10-29 20:31:56.067,"9a5eba48-99ee-4ec7-8f1e-9b4bce0dbde0",Police,"[54.81069070476502,-6.067823739768514]",Resolved,Description of the incident
ddd2d832-946d-4530-9bea-c78d474a9c7d,Vehicle-Charmi-123,2024-10-29 20:32:56.067,"05dae4e3-8fe1-411b-9f09-3d421770e0d6",Fire,"[54.82074867195776,-6.085192266483467]",Active,Description of the incident
eb906787-f603-46bb-9504-048e8ac20f8e,Vehicle-Charmi-123,2024-10-29 20:33:37.067,"9c3ae168-7f6f-45de-9f03-f9e4952bcfd8",None,"[54.83083683335161,-6.102905840511277]",Active,Description of the incident
"4db560d4-3538-4290-8f44-1ea3b2103c0c",Vehicle-Charmi-123,2024-10-29 20:34:35.067,cf31a9fc-a8ad-41fe-87fa-94a41733bf62,Fire,"[54.8406013888057,-6.120678302585061]",Active,Description of the incident
a5680032-522a-46a6-9b19-76878cdc7038,Vehicle-Charmi-123,2024-10-29 20:35:24.067,"9f79c81a-6050-46f3-8fab-808662e6e89a",None,"[54.85009215536449,-6.1385546071511135]",Active,Description of the incident
"9619e6bd-16d0-482c-b4bb-eff7851320a8",Vehicle-Charmi-123,2024-10-29 20:36:04.067,"827d1481-f57e-45a1-a4e2-b6999d870b5d",Fire,"[54.86022816596025,-6.15630941061573]",Active,Description of the incident
d77c5c8f-3b5e-4b27-a041-c2a7972506a4,Vehicle-Charmi-123,2024-10-29 19:33:57.067,"0f023359-2052-4f9c-97b2-9d5bf386fca9",Police,"[54.04147961774609,-4.693916706465514]",Resolved,Description of the incident
d5233f93-5183-4a80-8a32-0990360ab366,Vehicle-Charmi-123,2024-10-29 19:34:35.067,"8177049c-3d4b-43c3-b023-1d0012f04afe",Fire,"[54.05111186674995,-4.711205052695258]",Active,Description of the incident
aa21dc32-77ee-47be-98d8-0bec5e65d188,Vehicle-Charmi-123,2024-10-29 19:35:18.067,"9205e6b3-d4b8-40ae-b980-7f5b4eb3e2a8",Fire,"[54.06107756199604,-4.729061969115989]",Resolved,Description of the incident
"30eae99c-834a-483f-96c8-43b8d6823317",Vehicle-Charmi-123,2024-10-29 19:36:10.067,"89ea14c7-05ad-462b-9ebe-a4cd28e23da2",None,"[54.070973905878944,-4.746244964147931]",Resolved,Description of the incident
"90ee4a8a-09f1-4565-ad47-5ff43ee64c76",Vehicle-Charmi-123,2024-10-29 19:37:01.067,"0475357f-3dcd-4c9d-acf4-598079be3789",Medical,"[54.08084639303479,-4.764363616575251]",Resolved,Description of the incident
a5707558-9f6a-4937-8b00-f607b35f97d4,Vehicle-Charmi-123,2024-10-29 19:42:23.067,ce2e6ad6-3889-4b7c-ac19-2ea3d1dc4fb9,Police,"[54.149940673822016,-4.887236259133491]",Resolved,Description of the incident
b2a91e5d-bcfe-43ae-9369-fa2f2a10588d,Vehicle-Charmi-123,2024-10-29 19:42:53.067,"6515c6ab-8427-4b76-9374-aef88c38c651",Accident,"[54.15965769927062,-4.90488485885755]",Active,Description of the incident
fb350cdb-5a67-4993-8e83-db3952b6d77a,Vehicle-Charmi-123,2024-10-29 19:43:32.067,"6bdc88ca-7616-4580-a948-fd1fb7cc67ef",None,"[54.169171964981906,-4.922133873722291]",Resolved,Description of the incident
"10382f46-f006-4dfd-92c6-68e9b30d1ac1",Vehicle-Charmi-123,2024-10-29 19:44:06.067,b58aac59-0313-44b0-bb22-dbd7b93e3e3e,Fire,"[54.178893630211945,-4.93957309356762]",Active,Description of the incident
"9a890e68-3971-43a5-a9ee-0590ee433d66",Vehicle-Charmi-123,2024-10-29 19:44:52.067,cffa3ea9-123d-4fe9-b2b3-ab5c9609d8a2,None,"[54.18839282044111,-4.957677180295554]",Active,Description of the incident
"9352130c-21a0-4862-be31-e6bc3afa5181",Vehicle-Charmi-123,2024-10-29 19:45:22.067,bbb9011d-a80b-45d6-bc8e-8e1d5ad493c6,Accident,"[54.198342790356946,-4.9751496126771535]",Resolved,Description of the incident
"58d38bbe-b40e-4556-8cf7-82ce9f54be51",Vehicle-Charmi-123,2024-10-29 19:46:08.067,"413e14a5-371e-4c94-8f04-f564a69d8b09",Police,"[54.20805166181337,-4.993174632829972]",Active,Description of the incident
dd60d222-2ca2-49ac-a8e8-7638d23e4e26,Vehicle-Charmi-123,2024-10-29 20:02:39.067,"302a1031-2b9b-429c-a3be-e5d7127a4090",Police,"[54.42662265979752,-5.379907739276034]",Active,Description of the incident
fc74c844-5720-48dc-b9eb-98a58168ae5b,Vehicle-Charmi-123,2024-10-29 20:03:29.067,ab01f812-af65-4f5c-a1b4-7cd8f39f1602,Accident,"[54.4368221461746,-5.397329110207141]",Active,Description of the incident
"24521b72-e7ae-4b41-9c35-8a1b7e779b2f",Vehicle-Charmi-123,2024-10-29 20:04:02.067,"2c941390-c1c4-45bf-b1ea-ef03eaeb2822",Fire,"[54.44707262142357,-5.4147200307211145]",Active,Description of the incident
"17f6383f-2d6b-4455-9adb-af6a94d6c4c3",Vehicle-Charmi-123,2024-10-29 22:09:01.067,"6486b85e-2d49-4236-bc10-6b00ba9632d4",Fire,"[56.082217206710425,-8.362510942383341]",Active,Description of the incident
b9a0eaac-c2b9-4593-b238-7da321e3fec1,Vehicle-Charmi-123,2024-10-29 22:09:54.067,cbb0d9f0-e093-46e2-8ffd-c61085cab3af,Police,"[56.09206369367686,-8.380624519391848]",Active,Description of the incident
"64593610-3cf3-455b-8d68-eaf5e478db69",Vehicle-Charmi-123,2024-10-29 22:10:28.067,"557c72d5-22e1-416d-a701-c5bf2081fb8a",Police,"[56.10232811445531,-8.39828675874935]",Resolved,Description of the incident
"6c2cfca4-8eec-4963-8a68-0f3ff9d3dccc",Vehicle-Charmi-123,2024-10-29 22:11:22.067,e5c6224d-6aa3-42d8-bf04-841b12489d87,Accident,"[56.11214703478227,-8.416116168768138]",Resolved,Description of the incident
cdaaa5b8-3f52-4843-9800-6c6c04a2dcf2,Vehicle-Charmi-123,2024-10-29 22:12:03.067,"6e0d141f-a883-4f74-9f99-e69d9420f681",None,"[56.12232301268823,-8.434131202224412]",Active,Description of the incident
"010d50a4-11ab-4b91-851d-34c3e52543bf",Vehicle-Charmi-123,2024-10-29 22:12:57.067,c52ae919-7f75-490e-bed3-881135f255a7,Accident,"[56.132260051088565,-8.451519822159842]",Active,Description of the incident
"1d9065c0-921f-4fa1-8ced-ab5e35a37579",Vehicle-Charmi-123,2024-10-29 22:13:43.067,eebf7674-e73a-4eb0-af5e-eebd4d2663e0,Accident,"[56.141920864867274,-8.469193411510435]",Active,Description of the incident
bebc2403-918c-4f6e-8ae6-36405c146ce5,Vehicle-Charmi-123,2024-10-29 22:14:15.067,b7fee99f-9d98-4735-b0ec-4fb78edd657b,Fire,"[56.152100768080565,-8.486861537390503]",Active,Description of the incident
"78f21ea7-b792-4ba7-9f8e-536ef10ac424",Vehicle-Charmi-123,2024-10-29 22:15:02.067,"74a36c1c-6e61-437c-a1da-025bec8eb9e6",None,"[56.16168193752251,-8.50401796278496]",Resolved,Description of the incident
e9fd5fb8-b223-434f-ae79-cf2f087ca47f,Vehicle-Charmi-123,2024-10-29 22:15:52.067,"1864c3ad-bd67-4a45-acbf-a10d7daf979c",Medical,"[56.171381629252075,-8.521801170306341]",Active,Description of the incident
"36c9d779-a0c0-4200-ad41-0148d662ab3d",Vehicle-Charmi-123,2024-10-29 22:16:46.067,b69cda9b-01f8-4f78-9308-a1495b78e838,Fire,"[56.18115387236467,-8.538956446257965]",Active,Description of the incident
"23c2f04b-bfab-411d-a713-e2c19478841a",Vehicle-Charmi-123,2024-10-29 20:06:53.067,"07295692-4076-45c1-8b33-8c645e0e1d00",Medical,"[54.48724451761721,-5.485079962442137]",Resolved,Description of the incident
b7095b68-094a-4620-a80e-01db4619275b,Vehicle-Charmi-123,2024-10-29 20:07:43.067,"7efecd4e-8ac8-4af3-bd7c-83ad755d2e74",Fire,"[54.49701932232638,-5.502909528472563]",Active,Description of the incident
"95716c0f-2afc-498d-b1fa-27571c532777",Vehicle-Charmi-123,2024-10-29 20:08:16.067,efbb0fed-a88c-4ffa-840a-93d140685ee7,Police,"[54.50717227318209,-5.520611319020622]",Resolved,Description of the incident
"430b3c4b-fd09-4df4-9232-eaea15438487",Vehicle-Charmi-123,2024-10-29 20:08:51.067,"13728b04-1287-439b-afdb-0b6b4cd3d83d",Medical,"[54.51649815949684,-5.538664070991462]",Active,Description of the incident
